order_id,product_id,order_date,courier_delivery,city,district,type_of_delivery,estimated_delivery_time_days,product_rating,ontime
660569,166,2022-11-24,J&T Express,Pekanbaru,Sail,Express,1,2,Ontime
662771,205,2023-01-03,J&T Express,Batam,Belakang Padang,Next Day,1,3,Ontime
540110,176,2023-03-07,Ninja Xpress,Bekasi,Medan Satria,Next Day,3,5,Ontime
931567,167,2022-07-26,SiCepat,Bandar Lampung,Rajabasa,Reguler,3,2,Ontime
853698,173,2022-08-23,Ninja Xpress,Depok,Tapos,Reguler,2,4,Ontime
664265,123,2023-05-03,SiCepat,Denpasar,Denpasar Barat,Same Day,3,5,Ontime
466229,135,2023-01-05,JNE,Surabaya,Wonokromo,Next Day,3,3,Ontime
796636,214,2023-06-10,Ninja Xpress,Semarang,Prajurit Kulon,Reguler,4,5,Ontime
328474,192,2022-09-03,JNE,Surabaya,Wiyung,Express,2,5,Ontime
608114,243,2022-11-28,JNE,Bandar Lampung,Sukarame,Reguler,1,2,Ontime
11779,145,2022-09-13,SiCepat,Padang,Nanggalo,Next Day,5,4,Ontime
128270,233,2023-03-15,SiCepat,Padang,Lubuk Begalung,Next Day,4,2,Ontime
845514,186,2022-07-29,SiCepat,Surabaya,Bulak,Next Day,5,1,Ontime
882305,250,2023-04-29,JNE,Malang,Sukun,Express,2,1,Ontime
81048,294,2022-11-14,Ninja Xpress,Pontianak,Pontianak Selatan,Express,3,4,Ontime
715961,247,2023-04-03,POS Indonesia,Tangerang,Curug,Express,5,5,Ontime
562418,115,2023-01-19,JNE,Depok,Mekarsari,Reguler,1,2,Ontime
309430,129,2022-06-22,JNE,Malang,Bululawang,Express,5,5,Ontime
249095,286,2023-03-31,SiCepat,Padang,Kuranji,Next Day,3,2,Ontime
354642,255,2022-10-04,SiCepat,Bandar Lampung,Tanjung Karang Pusat,Reguler,5,2,Ontime
635339,191,2022-07-29,J&T Express,Medan,Medan Timur,Reguler,5,5,Ontime
171279,217,2023-06-08,JNE,Semarang,Semarang Timur,Reguler,3,4,Ontime
502977,238,2022-09-07,SiCepat,Makassar,Makassar Utara,Express,4,2,Ontime
459256,183,2022-11-04,JNE,Surakarta,Jatipuro,Reguler,1,4,Ontime
142859,180,2022-07-14,JNE,Denpasar,Kedonganan,Express,2,5,Ontime
125303,275,2022-11-12,POS Indonesia,Surabaya,Wiyung,Express,4,3,Ontime
170770,298,2023-03-12,JNE,Padang,Lubuk Begalung,Express,1,5,Ontime
550052,160,2022-11-29,Ninja Xpress,Jakarta,Pancoran,Express,1,3,Ontime
935922,116,2022-09-18,JNE,Tangerang,Cipondoh,Reguler,5,4,Ontime
489293,198,2022-10-23,SiCepat,Semarang,Genuk,Same Day,5,4,Ontime
285076,260,2023-05-23,Ninja Xpress,Bekasi,Bantargebang,Express,2,2,Ontime
928895,243,2023-04-10,SiCepat,Pontianak,Pontianak Kota,Same Day,5,2,Ontime
714298,281,2023-02-19,JNE,Tangerang,Pondok Aren,Same Day,4,2,Ontime
246568,222,2022-07-28,POS Indonesia,Makassar,Makassar City,Reguler,5,3,Ontime
722983,282,2023-02-03,Ninja Xpress,Bekasi,Bekasi Utara,Next Day,1,1,Ontime
73120,210,2023-05-02,SiCepat,Jakarta,Tanah Abang,Reguler,3,4,Ontime
443046,132,2023-05-04,J&T Express,Bogor,Bogor Tengah,Next Day,3,1,Ontime
707042,191,2022-07-05,J&T Express,Depok,Beji,Same Day,2,4,Ontime
656536,245,2023-03-22,Ninja Xpress,Bandung,Babakan Ciparay,Same Day,5,1,Ontime
180204,252,2022-10-18,JNE,Pekanbaru,Bukit Raya,Express,1,2,Ontime
947525,152,2022-10-09,JNE,Depok,Pancoran Mas,Next Day,5,4,Ontime
854874,175,2022-08-20,POS Indonesia,Yogyakarta,Sewon,Express,2,3,Ontime
705787,166,2023-01-15,JNE,Palembang,Kemuning,Reguler,3,2,Ontime
835992,241,2023-04-11,Ninja Xpress,Tangerang,Legok,Same Day,4,2,Ontime
351108,269,2022-08-29,Ninja Xpress,Bandar Lampung,Kemiling,Reguler,4,2,Ontime
109819,247,2022-11-14,J&T Express,Malang,Sukun,Reguler,1,4,Ontime
977515,240,2022-09-11,POS Indonesia,Medan,Medan Perjuangan,Next Day,3,2,Ontime
623566,200,2022-07-26,Ninja Xpress,Bogor,Citeureup,Express,2,5,Ontime
914937,143,2023-01-22,JNE,Depok,Cimanggis,Express,2,3,Ontime
172931,266,2023-03-27,JNE,Pontianak,Pontianak Timur,Next Day,4,2,Ontime
774357,197,2023-05-22,SiCepat,Surakarta,Mojogedang,Same Day,5,3,Ontime
676211,188,2022-07-20,JNE,Pontianak,Pontianak Kota,Reguler,4,4,Ontime
106787,192,2023-03-07,J&T Express,Surabaya,Lakarsantri,Express,5,1,Ontime
191154,211,2022-10-24,Ninja Xpress,Tangerang,Kronjo,Reguler,4,3,Ontime
857018,267,2022-09-24,SiCepat,Medan,Medan Maimun,Same Day,5,5,Ontime
913434,281,2023-06-11,POS Indonesia,Bogor,Babakan Madang,Reguler,3,1,Ontime
125320,205,2022-10-29,SiCepat,Depok,Pancoran Mas,Express,1,1,Ontime
244619,218,2022-09-10,Ninja Xpress,Bandung,Mandalajati,Next Day,2,1,Ontime
569221,296,2022-11-03,Ninja Xpress,Makassar,Biringkanaya,Express,5,1,Ontime
613999,134,2022-07-06,POS Indonesia,Denpasar,Denpasar Timur,Next Day,3,2,Ontime
459848,120,2022-12-30,J&T Express,Denpasar,Denpasar Tengah,Next Day,4,1,Ontime
282976,161,2023-06-02,Ninja Xpress,Padang,Bungus Teluk Kabung,Reguler,1,3,Ontime
750841,128,2023-02-28,J&T Express,Denpasar,Renon,Reguler,1,3,Ontime
361883,238,2023-04-28,JNE,Pontianak,Pontianak Tenggara,Reguler,1,3,Ontime
138693,240,2022-06-20,J&T Express,Bandar Lampung,Kemiling,Reguler,3,1,Ontime
405946,113,2023-03-03,J&T Express,Yogyakarta,Umbulharjo,Same Day,3,3,Ontime
944071,211,2022-08-08,Ninja Xpress,Bogor,Bogor Timur,Reguler,1,5,Ontime
461489,141,2023-01-30,POS Indonesia,Bogor,Leuwiliang,Express,2,3,Ontime
362007,130,2022-06-25,POS Indonesia,Bogor,Bogor Utara,Express,3,2,Ontime
18150,161,2022-09-25,JNE,Tangerang,Kosambi,Express,1,5,Ontime
275085,265,2023-06-05,POS Indonesia,Padang,Koto Tangah,Reguler,3,1,Ontime
726552,220,2023-02-19,JNE,Pekanbaru,Rumbai,Reguler,5,4,Ontime
381844,268,2022-08-07,J&T Express,Padang,Padang Utara,Same Day,4,5,Ontime
983260,122,2022-08-03,Ninja Xpress,Depok,Beji,Next Day,1,3,Ontime
239815,284,2022-12-14,POS Indonesia,Surakarta,Karanganyar,Same Day,3,1,Ontime
794944,276,2022-08-07,J&T Express,Bandung,Cicendo,Same Day,1,5,Ontime
138849,236,2022-11-12,JNE,Bandar Lampung,Rajabasa,Reguler,4,4,Ontime
260132,147,2022-11-01,SiCepat,Palembang,Ilir Timur II,Express,1,2,Ontime
850244,176,2022-09-04,POS Indonesia,Semarang,Tembalang,Express,5,2,Ontime
925130,130,2022-06-23,JNE,Padang,Padang Utara,Same Day,4,2,Ontime
162894,141,2023-01-31,POS Indonesia,Palembang,Kertapati,Reguler,3,4,Ontime
267526,238,2022-10-23,POS Indonesia,Yogyakarta,Umbulharjo,Reguler,1,2,Ontime
34396,200,2022-06-27,POS Indonesia,Yogyakarta,Kotagede,Express,2,5,Ontime
83846,251,2022-07-06,SiCepat,Padang,Pauh,Express,2,4,Ontime
273692,289,2023-04-23,Ninja Xpress,Medan,Medan Baru,Same Day,1,5,Ontime
493376,274,2022-07-15,POS Indonesia,Pekanbaru,Rumbai,Next Day,2,3,Ontime
365933,150,2022-12-19,POS Indonesia,Bekasi,Pondok Gede,Same Day,2,3,Ontime
309793,148,2022-06-29,SiCepat,Padang,Padang Barat,Reguler,2,3,Ontime
59972,175,2022-12-23,JNE,Batam,Galang,Express,3,5,Ontime
785949,264,2023-01-16,J&T Express,Bekasi,Jatiasih,Reguler,4,5,Ontime
797651,180,2022-12-07,J&T Express,Surabaya,Lakarsantri,Reguler,5,2,Ontime
233377,131,2022-11-20,JNE,Semarang,Tembalang,Express,4,4,Ontime
208927,150,2022-12-30,Ninja Xpress,Denpasar,Kedonganan,Next Day,1,4,Ontime
355627,172,2022-07-23,SiCepat,Jakarta,Menteng,Same Day,5,3,Ontime
166576,281,2022-11-29,SiCepat,Bogor,Babakan Madang,Same Day,4,5,Ontime
918587,167,2023-01-28,POS Indonesia,Surakarta,Gemolong,Reguler,2,3,Ontime
345634,178,2022-12-15,SiCepat,Jakarta,Cipayung,Express,4,4,Ontime
255363,191,2022-11-15,Ninja Xpress,Jakarta,Sawah Besar,Next Day,2,2,Ontime
589681,120,2023-06-06,POS Indonesia,Depok,Cimanggis,Next Day,2,1,Ontime
797682,222,2022-09-03,JNE,Surabaya,Mulyorejo,Express,5,2,Ontime
589758,125,2022-12-21,POS Indonesia,Pekanbaru,Sukajadi,Same Day,2,3,Ontime
267572,263,2022-11-13,JNE,Jakarta,Gambir,Reguler,4,4,Ontime
681825,148,2022-07-08,POS Indonesia,Depok,Tapos,Express,2,3,Ontime
134452,287,2022-08-04,SiCepat,Bekasi,Bekasi Jaya,Express,5,3,Ontime
466884,209,2023-04-28,Ninja Xpress,Depok,Mekarsari,Same Day,1,3,Ontime
379987,161,2023-02-07,SiCepat,Bandung,Cibeunying Kidul,Next Day,4,1,Ontime
54225,160,2023-05-28,POS Indonesia,Bandar Lampung,Tanjung Karang Pusat,Express,5,5,Ontime
147003,198,2023-05-20,JNE,Tangerang,Serpong Selatan,Reguler,1,2,Ontime
742279,215,2023-03-18,JNE,Denpasar,Denpasar Timur,Express,5,2,Ontime
902383,278,2022-10-29,SiCepat,Denpasar,Jimbaran,Next Day,2,5,Ontime
595220,271,2023-01-24,POS Indonesia,Denpasar,Denpasar Tengah,Reguler,5,1,Ontime
773703,293,2023-02-24,JNE,Palembang,Ilir Timur II,Express,2,2,Ontime
848458,179,2022-07-19,JNE,Semarang,Gunungpati,Express,4,3,Ontime
764894,169,2022-10-21,Ninja Xpress,Padang,Lubuk Begalung,Express,5,4,Ontime
205227,197,2022-07-25,Ninja Xpress,Pontianak,Pontianak Utara,Reguler,3,3,Ontime
382627,223,2022-09-01,JNE,Padang,Padang Timur,Next Day,2,5,Ontime
535014,217,2023-05-20,POS Indonesia,Surakarta,Kalijambe,Reguler,1,2,Ontime
470337,279,2023-05-08,JNE,Padang,Pauh,Express,3,1,Ontime
680638,150,2023-06-02,JNE,Bandung,Coblong,Express,2,5,Ontime
612377,200,2022-07-11,Ninja Xpress,Palembang,Kemuning,Reguler,3,4,Ontime
809163,178,2022-07-21,POS Indonesia,Malang,Sukun,Express,3,2,Ontime
49155,243,2022-11-18,Ninja Xpress,Tangerang,Sepatan,Same Day,2,1,Ontime
526181,271,2023-03-21,Ninja Xpress,Surabaya,Kenjeran,Express,3,2,Ontime
128580,229,2023-05-23,SiCepat,Medan,Medan Area,Next Day,1,1,Ontime
565515,150,2022-12-04,Ninja Xpress,Bekasi,Bekasi Selatan,Next Day,2,2,Ontime
63686,180,2022-08-24,SiCepat,Batam,Bengkong,Express,4,3,Ontime
735054,147,2022-09-28,JNE,Surakarta,Ngargoyoso,Same Day,1,3,Ontime
854496,244,2023-06-10,Ninja Xpress,Malang,Sukun,Same Day,2,4,Ontime
856937,263,2022-11-20,SiCepat,Bandung,Cibeunying Kaler,Express,1,5,Ontime
568086,254,2023-05-07,SiCepat,Batam,Bengkong,Express,4,2,Ontime
42895,259,2023-04-08,POS Indonesia,Tangerang,Pasar Kemis,Same Day,2,3,Ontime
289636,250,2022-11-21,JNE,Pekanbaru,Rumbai,Express,5,2,Ontime
959633,231,2022-07-24,POS Indonesia,Pekanbaru,Sail,Reguler,3,2,Ontime
693224,119,2023-01-25,SiCepat,Padang,Padang Selatan,Same Day,5,5,Ontime
623774,185,2022-11-10,POS Indonesia,Jakarta,Pancoran,Same Day,2,4,Ontime
845619,158,2022-07-05,SiCepat,Pekanbaru,Bukit Raya,Next Day,5,4,Ontime
843919,157,2023-04-26,POS Indonesia,Bandung,Cibiru,Express,1,2,Ontime
611887,143,2022-10-19,J&T Express,Bekasi,Bekasi Utara,Reguler,2,2,Ontime
915174,225,2022-11-22,SiCepat,Medan,Medan Kota,Same Day,2,5,Ontime
496809,177,2023-02-07,J&T Express,Medan,Medan Maimun,Same Day,1,1,Ontime
73870,176,2023-05-24,POS Indonesia,Bogor,Bogor Tengah,Same Day,3,3,Ontime
636126,208,2022-06-15,SiCepat,Padang,Bungus Teluk Kabung,Same Day,5,3,Ontime
820571,150,2023-04-15,POS Indonesia,Semarang,Genuk,Next Day,5,4,Ontime
946047,236,2023-04-29,JNE,Bandung,Cicendo,Express,4,1,Ontime
244149,230,2022-11-19,SiCepat,Bandung,Astana Anyar,Next Day,2,2,Ontime
132843,288,2022-08-21,J&T Express,Yogyakarta,Wirobrajan,Next Day,4,2,Ontime
220206,114,2022-10-03,POS Indonesia,Bandar Lampung,Kemiling,Express,3,1,Ontime
22513,295,2023-04-24,SiCepat,Pekanbaru,Marpoyan Damai,Reguler,2,2,Ontime
707574,215,2023-03-14,JNE,Denpasar,Jimbaran,Express,3,4,Ontime
325145,247,2022-10-05,SiCepat,Medan,Medan Baru,Express,5,4,Ontime
748298,126,2023-06-09,Ninja Xpress,Batam,Sagulung,Next Day,5,4,Ontime
416617,241,2022-12-31,JNE,Bekasi,Bekasi Timur,Next Day,4,2,Ontime
576204,226,2022-08-24,Ninja Xpress,Bandar Lampung,Tanjung Karang Pusat,Express,2,1,Ontime
234145,245,2022-09-17,POS Indonesia,Yogyakarta,Pakualaman,Reguler,3,1,Ontime
843775,209,2022-10-01,Ninja Xpress,Medan,Medan Timur,Next Day,3,4,Ontime
442003,182,2022-10-30,POS Indonesia,Malang,Bululawang,Reguler,4,2,Ontime
669946,218,2022-09-30,POS Indonesia,Bandar Lampung,Teluk Betung Barat,Next Day,3,2,Ontime
555085,186,2022-09-07,Ninja Xpress,Padang,Padang Timur,Reguler,1,1,Ontime
41474,259,2022-10-08,POS Indonesia,Malang,Lowokwaru,Reguler,3,1,Ontime
599038,201,2023-05-03,SiCepat,Surakarta,Banjarsari,Same Day,5,2,Ontime
461625,111,2023-04-01,Ninja Xpress,Tangerang,Sindang Jaya,Next Day,2,5,Ontime
531839,230,2023-05-05,J&T Express,Bandar Lampung,Enggal,Same Day,2,2,Ontime
128577,266,2022-07-01,J&T Express,Surakarta,Banyudono,Reguler,5,3,Ontime
390077,206,2022-12-04,SiCepat,Makassar,Tallo,Next Day,5,5,Ontime
2620,242,2022-10-20,JNE,Pontianak,Pontianak Tenggara,Express,5,2,Ontime
917299,248,2023-02-02,POS Indonesia,Bekasi,Jati Sampurna,Express,2,3,Ontime
245276,290,2023-03-17,J&T Express,Depok,Pancoran Mas,Reguler,1,3,Ontime
638262,139,2022-10-09,SiCepat,Padang,Padang Timur,Next Day,1,1,Ontime
156527,114,2023-03-08,SiCepat,Depok,Tapos,Same Day,4,5,Ontime
486083,296,2023-02-23,SiCepat,Surabaya,Asemrowo,Next Day,5,2,Ontime
482042,236,2022-09-29,SiCepat,Pontianak,Pontianak Selatan,Next Day,4,2,Ontime
644367,143,2023-03-10,JNE,Jakarta,Gambir,Reguler,1,4,Ontime
796585,289,2022-09-23,Ninja Xpress,Padang,Padang Utara,Next Day,2,5,Ontime
143,186,2023-04-26,JNE,Jakarta,Kebayoran Baru,Same Day,1,1,Ontime
963398,244,2023-05-22,POS Indonesia,Pekanbaru,Tampan,Same Day,4,5,Ontime
616757,273,2023-04-11,POS Indonesia,Bogor,Bogor Utara,Reguler,5,5,Ontime
876567,214,2022-11-20,Ninja Xpress,Medan,Medan Baru,Express,3,5,Ontime
703781,283,2022-08-26,Ninja Xpress,Tangerang,Sepatan,Next Day,3,4,Ontime
389319,250,2023-01-25,JNE,Batam,Batam Kota,Reguler,4,2,Ontime
458830,242,2023-05-14,J&T Express,Bandung,Regol,Express,5,4,Ontime
793965,158,2022-10-12,JNE,Depok,Tapos,Same Day,4,5,Ontime
96496,167,2022-08-08,J&T Express,Bandar Lampung,Panjang,Same Day,4,2,Ontime
209025,243,2022-10-04,SiCepat,Makassar,Ujung Tanah,Next Day,1,1,Ontime
17418,118,2022-11-01,Ninja Xpress,Bandar Lampung,Tanjung Senang,Reguler,3,3,Ontime
489764,254,2022-10-15,J&T Express,Jakarta,Pancoran,Reguler,2,4,Ontime
842526,157,2023-04-09,SiCepat,Pekanbaru,Tenayan Raya,Next Day,2,5,Ontime
849751,201,2022-07-22,Ninja Xpress,Denpasar,Denpasar Barat,Reguler,1,1,Ontime
911837,208,2022-11-29,Ninja Xpress,Denpasar,Nusa Dua,Next Day,3,5,Ontime
522617,257,2023-03-18,Ninja Xpress,Padang,Pauh,Reguler,1,1,Ontime
506208,249,2022-07-19,J&T Express,Surakarta,Kraton,Reguler,2,4,Ontime
843916,269,2023-03-31,JNE,Bekasi,Bantargebang,Next Day,2,2,Ontime
119453,222,2022-09-27,Ninja Xpress,Medan,Medan Kota,Reguler,2,3,Ontime
174407,151,2023-06-04,Ninja Xpress,Tangerang,Serpong Selatan,Reguler,4,4,Ontime
141400,142,2023-05-17,JNE,Bekasi,Bekasi Timur,Next Day,3,5,Ontime
719078,143,2022-06-26,SiCepat,Palembang,Jakabaring,Reguler,1,3,Ontime
229183,233,2022-08-11,J&T Express,Denpasar,Nusa Dua,Same Day,3,4,Ontime
229068,281,2022-06-20,J&T Express,Denpasar,Nusa Dua,Express,5,2,Ontime
543775,164,2023-05-04,POS Indonesia,Makassar,Tamalanrea,Next Day,2,4,Ontime
328731,195,2023-01-05,POS Indonesia,Padang,Kuranji,Reguler,4,4,Ontime
522377,268,2022-10-02,JNE,Surakarta,Tawangmangu,Next Day,3,4,Ontime
230988,197,2022-07-21,J&T Express,Bogor,Tanah Sereal,Same Day,2,2,Ontime
969659,238,2022-11-13,POS Indonesia,Pekanbaru,Lima Puluh,Same Day,1,1,Ontime
736649,247,2022-08-18,POS Indonesia,Yogyakarta,Prawirotaman,Express,4,1,Ontime
153911,252,2022-07-27,JNE,Surakarta,Kebakkramat,Express,2,3,Ontime
295233,267,2022-10-30,Ninja Xpress,Tangerang,Kronjo,Express,1,5,Ontime
990484,176,2022-12-14,J&T Express,Yogyakarta,Kraton,Express,5,2,Ontime
344895,261,2022-12-31,JNE,Padang,Padang Barat,Express,4,5,Ontime
62104,178,2023-02-17,SiCepat,Palembang,Kemuning,Same Day,2,5,Ontime
986252,131,2023-01-13,POS Indonesia,Semarang,Pedurungan,Reguler,5,4,Ontime
500730,173,2022-11-24,Ninja Xpress,Surakarta,Jatipuro,Express,1,2,Ontime
52325,138,2023-01-01,JNE,Surabaya,Asemrowo,Next Day,4,4,Ontime
657942,203,2023-06-04,SiCepat,Malang,Klojen,Same Day,2,2,Ontime
674660,129,2023-02-26,JNE,Surakarta,Karangpandan,Express,2,2,Ontime
110155,185,2022-07-02,J&T Express,Batam,Sagulung,Reguler,2,2,Ontime
260166,216,2022-09-20,POS Indonesia,Bandung,Bojongloa Kaler,Reguler,4,5,Ontime
77447,145,2023-03-19,J&T Express,Jakarta,Menteng,Next Day,5,2,Ontime
83195,196,2023-04-19,SiCepat,Jakarta,Kebayoran Baru,Reguler,3,3,Ontime
1050,227,2022-08-10,JNE,Denpasar,Tuban,Next Day,4,5,Ontime
77931,300,2022-07-30,SiCepat,Pekanbaru,Lima Puluh,Express,3,3,Ontime
625505,180,2022-12-03,JNE,Palembang,Sako,Reguler,5,2,Ontime
449075,256,2023-01-10,JNE,Semarang,Candisari,Same Day,1,2,Ontime
768659,113,2023-06-07,Ninja Xpress,Surabaya,Tandes,Express,5,3,Ontime
110833,144,2022-10-28,JNE,Palembang,Ilir Timur II,Next Day,5,3,Ontime
858284,167,2022-08-22,SiCepat,Surakarta,Kebakkramat,Same Day,3,1,Ontime
678755,124,2023-05-09,J&T Express,Bekasi,Bekasi Jaya,Reguler,4,4,Ontime
802191,150,2022-08-06,Ninja Xpress,Malang,Lowokwaru,Reguler,5,1,Ontime
750110,256,2022-07-13,Ninja Xpress,Surabaya,Simokerto,Reguler,1,2,Ontime
36171,166,2022-12-28,SiCepat,Depok,Bojongsari,Express,4,1,Ontime
30079,295,2022-06-27,JNE,Malang,Blimbing,Express,4,1,Ontime
280609,153,2022-06-26,JNE,Surabaya,Rungkut,Next Day,5,5,Ontime
228582,166,2023-04-13,SiCepat,Semarang,Candisari,Express,4,3,Ontime
893315,283,2023-01-01,POS Indonesia,Surakarta,Kalijambe,Reguler,3,3,Ontime
865855,266,2022-11-02,JNE,Malang,Sukun,Express,4,1,Ontime
746204,124,2022-07-30,J&T Express,Depok,Cipayung,Same Day,4,1,Ontime
610009,256,2022-10-21,J&T Express,Pontianak,Pontianak Barat,Express,4,1,Ontime
600500,144,2023-01-28,POS Indonesia,Jakarta,Mampang Prapatan,Reguler,5,1,Ontime
550230,184,2022-10-21,JNE,Bandar Lampung,Sukabumi,Reguler,3,5,Ontime
987526,115,2022-07-27,SiCepat,Padang,Padang Timur,Reguler,5,1,Ontime
251905,132,2022-09-20,Ninja Xpress,Jakarta,Kebayoran Baru,Next Day,2,5,Ontime
744017,173,2022-07-11,POS Indonesia,Jakarta,Mampang Prapatan,Next Day,1,5,Ontime
326432,203,2022-07-06,JNE,Jakarta,Pancoran,Next Day,1,4,Ontime
701976,166,2022-07-10,JNE,Bandung,Kiaracondong,Reguler,4,1,Ontime
592709,138,2022-12-24,SiCepat,Depok,Pancoran Mas,Same Day,3,3,Ontime
544623,258,2022-10-02,JNE,Denpasar,Jimbaran,Express,1,4,Ontime
682973,116,2023-05-23,Ninja Xpress,Yogyakarta,Panembahan,Same Day,1,5,Ontime
469955,239,2022-08-09,Ninja Xpress,Medan,Medan Perjuangan,Express,2,5,Ontime
125469,221,2023-05-02,POS Indonesia,Bogor,Leuwiliang,Next Day,3,4,Ontime
229833,176,2023-01-04,POS Indonesia,Surakarta,Kalijambe,Reguler,2,5,Ontime
602548,183,2022-07-07,JNE,Malang,Kedungkandang,Next Day,5,4,Ontime
652771,260,2022-06-13,J&T Express,Makassar,Ujung Pandang,Next Day,3,5,Ontime
380932,154,2022-12-24,POS Indonesia,Bandung,Bandung Wetan,Next Day,1,4,Ontime
773057,254,2022-08-19,SiCepat,Surabaya,Bubutan,Same Day,2,2,Ontime
159325,215,2023-06-01,Ninja Xpress,Surakarta,Tawangmangu,Express,2,4,Ontime
907805,212,2022-12-10,JNE,Denpasar,Renon,Reguler,3,1,Ontime
847946,261,2023-03-09,SiCepat,Surabaya,Benowo,Express,2,1,Ontime
608839,168,2022-09-24,J&T Express,Bogor,Nanggung,Next Day,4,1,Ontime
982992,112,2023-05-04,POS Indonesia,Pekanbaru,Sukajadi,Reguler,4,4,Ontime
787845,190,2023-06-03,POS Indonesia,Palembang,Ilir Barat I,Same Day,4,4,Ontime
96772,186,2023-04-16,SiCepat,Bogor,Megamendung,Reguler,4,3,Ontime
850569,180,2022-08-09,SiCepat,Tangerang,Ciledug,Express,4,1,Ontime
482688,240,2023-04-18,SiCepat,Denpasar,Tuban,Same Day,3,5,Ontime
575213,146,2022-12-27,SiCepat,Jakarta,Kebayoran Baru,Same Day,2,4,Ontime
445683,112,2022-11-17,J&T Express,Surakarta,Batuwarno,Same Day,2,2,Ontime
321293,278,2022-11-02,Ninja Xpress,Pekanbaru,Tenayan Raya,Express,1,3,Ontime
146261,237,2022-09-29,J&T Express,Palembang,Seberang Ulu I,Next Day,5,4,Ontime
157394,157,2023-04-03,SiCepat,Batam,Batam Kota,Reguler,1,5,Ontime
36266,271,2022-07-19,Ninja Xpress,Bandar Lampung,Rajabasa,Same Day,2,5,Ontime
909335,179,2022-11-14,SiCepat,Pekanbaru,Marpoyan Damai,Next Day,4,1,Ontime
643571,257,2022-10-27,JNE,Tangerang,Legok,Reguler,5,3,Ontime
971869,131,2022-12-05,J&T Express,Padang,Pauh,Reguler,3,4,Ontime
978129,261,2022-10-01,JNE,Palembang,Ilir Barat I,Reguler,5,5,Ontime
530350,179,2022-09-11,Ninja Xpress,Semarang,Banyumanik,Reguler,2,2,Ontime
658644,184,2023-04-19,JNE,Padang,Nanggalo,Same Day,2,2,Ontime
570056,242,2023-05-15,JNE,Pekanbaru,Lima Puluh,Same Day,3,4,Ontime
544829,114,2022-07-02,POS Indonesia,Yogyakarta,Ngampilan,Express,3,1,Ontime
255196,252,2023-03-28,Ninja Xpress,Malang,Kedungkandang,Same Day,3,5,Ontime
801814,117,2023-01-12,JNE,Bandar Lampung,Enggal,Next Day,2,1,Ontime
640623,292,2022-11-22,J&T Express,Bogor,Bogor Barat,Same Day,3,4,Ontime
558641,266,2022-07-01,Ninja Xpress,Surabaya,Mulyorejo,Next Day,1,4,Ontime
232172,256,2023-01-17,JNE,Padang,Padang Timur,Reguler,4,1,Ontime
907289,269,2022-10-14,SiCepat,Semarang,Semanan,Reguler,1,3,Ontime
391205,136,2022-10-06,SiCepat,Denpasar,Nusa Dua,Same Day,5,5,Ontime
955425,205,2022-09-03,SiCepat,Pontianak,Pontianak Barat,Express,4,1,Ontime
163113,204,2023-03-30,POS Indonesia,Yogyakarta,Panembahan,Reguler,3,2,Ontime
437551,219,2022-07-09,SiCepat,Makassar,Makassar Timur,Reguler,2,3,Ontime
250511,237,2023-04-01,JNE,Malang,Lowokwaru,Express,4,2,Ontime
308810,243,2023-04-11,POS Indonesia,Bandar Lampung,Teluk Betung Utara,Reguler,2,2,Ontime
384213,200,2023-04-30,Ninja Xpress,Bandar Lampung,Labuhan Ratu,Same Day,3,2,Ontime
329358,154,2022-11-08,JNE,Surabaya,Wiyung,Reguler,1,3,Ontime
171857,233,2023-04-20,POS Indonesia,Medan,Medan Timur,Same Day,3,3,Ontime
475737,268,2022-12-19,JNE,Padang,Lubuk Kilangan,Next Day,5,2,Ontime
38068,266,2023-01-17,Ninja Xpress,Tangerang,Serpong Utara,Same Day,1,4,Ontime
560126,147,2023-04-23,SiCepat,Depok,Cimanggis,Same Day,2,2,Ontime
89430,229,2022-07-21,JNE,Denpasar,Sesetan,Reguler,4,4,Ontime
342030,267,2022-10-22,Ninja Xpress,Tangerang,Pasar Kemis,Express,3,1,Ontime
978010,269,2022-12-27,JNE,Palembang,Alang-Alang Lebar,Express,5,5,Ontime
563702,208,2022-11-02,SiCepat,Bekasi,Bekasi Selatan,Same Day,3,2,Ontime
262211,205,2022-10-30,SiCepat,Bandung,Cibeunying Kidul,Next Day,1,1,Ontime
147149,299,2022-07-13,Ninja Xpress,Yogyakarta,Gedong Tengen,Express,5,3,Ontime
495049,115,2022-11-26,POS Indonesia,Yogyakarta,Umbulharjo,Same Day,3,2,Ontime
823167,125,2023-01-14,Ninja Xpress,Semarang,Tugu Mulyo,Reguler,1,5,Ontime
790985,242,2022-07-25,J&T Express,Bandung,Cidadap,Reguler,5,2,Ontime
589558,297,2023-05-20,SiCepat,Pontianak,Pontianak Barat,Same Day,4,3,Ontime
499221,187,2022-06-15,SiCepat,Bogor,Gunung Putri,Express,1,4,Ontime
960578,169,2022-06-19,SiCepat,Depok,Cipayung,Next Day,4,2,Ontime
676065,144,2023-02-02,JNE,Yogyakarta,Sewon,Reguler,3,1,Ontime
422342,263,2023-01-18,POS Indonesia,Tangerang,Kronjo,Next Day,1,5,Ontime
886160,222,2022-08-13,J&T Express,Palembang,Kemuning,Express,2,1,Ontime
880771,135,2023-04-18,Ninja Xpress,Depok,Cimanggis,Same Day,4,2,Ontime
365642,218,2022-11-20,J&T Express,Semarang,Pedurungan,Express,4,4,Ontime
